Name,Description,Primary database model,Secondary database models,DB-Engines Ranking Trend Chart,Website,Technical documentation,Developer,Initial release,Current release,License,License_info,Cloud-based only,DBaaS offerings (sponsored links),Implementation language,Server operating systems,Data scheme,Typing,XML support,Secondary indexes,SQL,APIs and other access methods,Supported programming languages,Server-side scripts,Triggers,Partitioning methods,Replication methods,MapReduce,Consistency concepts,Foreign keys,Transaction concepts,Concurrency,Durability,In-memory capabilities,User concepts
Kyoto Tycoon,,Key-value store,,"Score,0.06,Rank,#376,Overall,#57,Key-value stores",dbmx.net//kyototycoon,,,2009.0,,Open Source,GPL,no,,C++,,,,,,,,,,,,,,,,,,,,
InfinityDB,"A Java embedded,Key-Value Store,which extends the Java Map interface",Key-value store,,"Score,0.05,Rank,#377,Overall,#58,Key-value stores",boilerbay.com,boilerbay.com/infinitydb/manual,Boiler Bay Inc.,2002.0,4.0,commercial,,no,,Java,All OS with a Java VM,yes,yes,no,no,no,"Access via java.util.concurrent.ConcurrentNavigableMap Interface,Proprietary API to InfinityDB ItemSpace (,boilerbay.com/docs/ItemSpaceDataStructures.htm,)",Java,no,no,none,none,no,,no,ACID,yes,yes,,
Warp 10,"TimeSeries DBMS specialized on timestamped geo data based on,LevelDB,or,HBase",Time Series DBMS,,"Score,0.05,Rank,#378,Overall,#38,Time Series DBMS",www.warp10.io,www.warp10.io/content/02_Getting_started,SenX,2015.0,,Open Source,Apache License 2.0,no,,Java,"Linux,OS X,Windows",schema-free,yes,no,no,no,"HTTP API,Jupyter,WebSocket",,yes,no,Sharding,selectable replication factor,no,,no,no,yes,yes,,
SmallSQL,,Relational DBMS,,"Score,0.04,Rank,#379,Overall,#157,Relational DBMS",www.smallsql.de,,,2005.0,,Open Source,L-GPL,no,,Java,,,,,,,,,,,,,,,,,,,,
ScaleOut StateServer,,Key-value store,,"Score,0.04,Rank,#380,Overall,#59,Key-value stores",www.scaleoutsoftware.com/products/stateserver,,,2005.0,,commercial,,no,,"C++, Java",,,,,,,,,,,,,,,,,,,,
SparkleDB,,RDF store,,"Score,0.04,Rank,#381,Overall,#20,RDF stores",sparkledb.com,,,2012.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Resin Cache,,Key-value store,,"Score,0.03,Rank,#382,Overall,#60,Key-value stores",caucho.com,,,1998.0,,Open Source,"GPLv3, extended commercial license available",no,,,,,,,,,,,,,,,,,,,,,,
SWC-DB,,Wide column store,,"Score,0.02,Rank,#383,Overall,#13,Wide column stores","github.com/kashirin-alex/swc-db,www.swcdb.org",,,2020.0,,Open Source,GPL V3,no,,,,,,,,,,,,,,,,,,,,,,
Sadas Engine,,Relational DBMS,,"Score,0.02,Rank,#384,Overall,#158,Relational DBMS",www.sadasengine.com,,,2006.0,,commercial,free trial version available,no,,,,,,,,,,,,,,,,,,,,,,
Rizhiyi,,Search engine,,"Score,0.02,Rank,#385,Overall,#26,Search engines",www.rizhiyi.com,,,2014.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
WakandaDB,,Object oriented DBMS,,"Score,0.01,Rank,#386,Overall,#23,Object oriented DBMS",wakanda.github.io,,,2012.0,,Open Source,"AGPLv3, extended commercial license available",no,,,,,,,,,,,,,,,,,,,,,,
Faircom EDGE,,"Key-value store,Relational DBMS",,"Score,0.00,Rank,#387,Overall,#61,Key-value stores,#159,Relational DBMS",www.faircom.com/products/faircomedge-iot-database,,,1979.0,,commercial,"Restricted, free version available",no,,,,,,,,,,,,,,,,,,,,,,
SwayDB,,Key-value store,,"Score,0.00,Rank,#388,Overall,#62,Key-value stores",swaydb.io,,,2018.0,,Open Source,GNU Affero GPL V3.0,no,,,,,,,,,,,,,,,,,,,,,,
BergDB,,Key-value store,,"Score,0.00,Rank,#389,Overall,#63,Key-value stores",bergdb.com,,,2013.0,,Open Source,Gnu Affero General Public License (AGPL),no,,,,,,,,,,,,,,,,,,,,,,
Cachelot.io,,Key-value store,,,cachelot.io,,,2015.0,,Open Source,Simplified BSD License,no,,,,,,,,,,,,,,,,,,,,,,
CortexDB,,"Document store,Key-value store",,"Score,0.00,Rank,#389,Overall,#56,Document stores,#63,Key-value stores",www.cortex-ag.com,,,2014.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
CovenantSQL,,Relational DBMS,,"Score,0.00,Rank,#389,Overall,#160,Relational DBMS",covenantsql.io,,,2018.0,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
DaggerDB,,Relational DBMS,,,www.daggerdb.com,,,2014.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
EdgelessDB,,Relational DBMS,,"Score,0.00,Rank,#389,Overall,#160,Relational DBMS","github.com/edgelesssys/edgelessdb,www.edgeless.systems/products/edgelessdb",,,2021.0,,Open Source,GPL V2,no,,,,,,,,,,,,,,,,,,,,,,
Galaxybase,,Graph DBMS,,"Score,0.00,Rank,#389,Overall,#38,Graph DBMS",galaxybase.com,,,2017.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Helium,,Key-value store,,"Score,0.00,Rank,#389,Overall,#63,Key-value stores",www.levyx.com,,,2013.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Indica,,Search engine,,"Score,0.00,Rank,#389,Overall,#27,Search engines",indica.nl,,,2014.0,,commercial,parts of it are open source,no,,,,,,,,,,,,,,,,,,,,,,
JaguarDB,,Key-value store,,"Score,0.00,Rank,#389,Overall,#63,Key-value stores",www.datajaguar.com,,,2015.0,,Open Source,GPL V3.0,no,,,,,,,,,,,,,,,,,,,,,,
JasDB,,Document store,,"Score,0.00,Rank,#389,Overall,#56,Document stores",www.oberasoftware.com/jasdb,,,2014.0,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
K-DB,,Relational DBMS,,"Score,0.00,Rank,#389,Overall,#160,Relational DBMS",inspur.com,,,,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Newts,"Time Series DBMS based on,Cassandra",Time Series DBMS,,"Score,0.00,Rank,#389,Overall,#39,Time Series DBMS",opennms.github.io/newts,github.com/OpenNMS/newts/wiki,OpenNMS Group,2014.0,,Open Source,Apache 2.0,no,,Java,"Linux,OS X,Windows",schema-free,yes,no,no,no,"HTTP REST,Java API",Java,no,no,Sharding,selectable replication factor,no,"Eventual Consistency,Immediate Consistency",no,no,yes,yes,no,no
NSDb,"Scalable, High-performance,Time Series DBMS,designed for Real-time Analytics on top of Kubernetes",Time Series DBMS,,"Score,0.00,Rank,#389,Overall,#39,Time Series DBMS",nsdb.io,nsdb.io/Architecture,,2017.0,,Open Source,Apache Version 2.0,no,,"Java, Scala","Linux,macOS",,"yes: int, bigint, decimal, string",no,all fields are automatically indexed,SQL-like query language,"gRPC,HTTP REST,WebSocket","Java,Scala",no,,Sharding,,no,Eventual Consistency,no,no,yes,Using Apache Lucene,,
PieCloudDB,A cloud-native analytic database platform with new technologoy for elastic MPP,Relational DBMS,,,openpie.com,,OpenPie,,,commercial,,yes,,,hosted,yes,yes,,yes,yes,"CLI Client,JDBC,ODBC","Java,PL/SQL,Python,R",user defined functions,no,yes,yes,,Immediate Consistency,no,ACID,yes,yes,,User Roles and pluggable authentication with full SQL Standard
searchxml,DBMS for structured and unstructured content wrapped with an application server,"Native XML DBMS,Search engine",,"Score,0.00,Rank,#389,Overall,#7,Native XML DBMS,#27,Search engines",www.searchxml.net/category/products,www.searchxml.net/support/handouts,informationpartners gmbh,2015.0,,commercial,,no,,C++,Windows,schema-free,yes,yes,yes,no,"RESTful HTTP API,WebDAV,XQuery,XSLT",C++,yes,no,none,yes,no,Immediate Consistency,no,"multiple readers, single writer",yes,yes,no,"Domain, group and role-based access control at the document level and for application services"
SpaceTime,SpaceTime is a spatio-temporal DBMS with a focus on performance.,Spatial DBMS,,"Score,0.00,Rank,#389,Overall,#6,Spatial DBMS",www.mireo.hr/spacetime,,Mireo,2020.0,,commercial,,no,,C++,Linux,yes,yes,no,no,A subset of ANSI SQL is implemented,RESTful HTTP API,"C#,C++,Python",no,no,Fixed-grid hypercubes,Real-time block device replication (DRBD),no,Immediate Consistency,no,no,yes,yes,no,yes
Tkrzw,"A concept of libraries, allowing an application program to store and query key-value pairs in a file. Successor of,Tokyo Cabinet,and,Kyoto Cabinet",Key-value store,,"Score,0.00,Rank,#389,Overall,#63,Key-value stores",dbmx.net/tkrzw,,Mikio Hirabayashi,2020.0,,Open Source,Apache Version 2.0,no,,C++,"Linux,macOS",schema-free,no,no,,no,,"C++,Java,Python,Ruby",no,no,none,none,no,Immediate Consistency,no,,yes,yes,yes,no
Transwarp ArgoDB,Distributed Analytical Database to replace Hadoop+MPP hybrid architecture,Relational DBMS,,"Score,0.00,Rank,#389,Overall,#160,Relational DBMS",www.transwarp.cn/en/product/argodb,docs.transwarp.cn/#/documents-support/docs?category=ARGODB,Transwarp,,,commercial,,no,,,,yes,yes,,yes,yes,,,,,,,,,,,yes,yes,,
Transwarp StellarDB,A distributed graph DBMS built for enterprise-level graph applications,Graph DBMS,,"Score,0.00,Rank,#389,Overall,#38,Graph DBMS",www.transwarp.cn/en/product/stellardb,,Transwarp,,,commercial,,no,,,,,,,,SQL-like query language,OpenCypher,,,,horizontal partitioning,,,,,,yes,yes,,yes
Yaacomo,"OpenCL based in-memory,RDBMS,, designed for efficiently utilizing the hardware via parallel computing",Relational DBMS,,"Score,0.00,Rank,#389,Overall,#160,Relational DBMS",yaacomo.com,,Q2WEB GmbH,2009.0,,commercial,,no,,,"Android,Linux,Windows",yes,yes,no,yes,yes,"JDBC,ODBC",,,yes,horizontal partitioning,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
Yanza,Time Series DBMS for IoT Applications,Time Series DBMS,,"Score,0.00,Rank,#389,Overall,#39,Time Series DBMS",yanza.com,,Yanza,2015.0,,commercial,free version available,no,,,Windows,schema-free,no,no,no,no,HTTP API,any language that supports HTTP calls,no,yes,none,none,no,Immediate Consistency,no,no,yes,yes,,no
